rank,expression,count,frequency_score,source
2711,back you,55,35.0,OpenSubtitles v2018 / OPUS
2712,we give,55,35.0,OpenSubtitles v2018 / OPUS
2713,i'm fine,55,35.0,OpenSubtitles v2018 / OPUS
2714,don't want you to,55,35.0,OpenSubtitles v2018 / OPUS
2715,out you,55,35.0,OpenSubtitles v2018 / OPUS
2716,will remember,55,35.0,OpenSubtitles v2018 / OPUS
2717,i'll put,55,35.0,OpenSubtitles v2018 / OPUS
2718,little thing,55,35.0,OpenSubtitles v2018 / OPUS
2719,they look,55,35.0,OpenSubtitles v2018 / OPUS
2720,he's done,55,35.0,OpenSubtitles v2018 / OPUS
2721,might think,55,35.0,OpenSubtitles v2018 / OPUS
2722,see you in,55,35.0,OpenSubtitles v2018 / OPUS
2723,really a,55,35.0,OpenSubtitles v2018 / OPUS
2724,a look at this,55,35.0,OpenSubtitles v2018 / OPUS
2725,you sure you,55,35.0,OpenSubtitles v2018 / OPUS
2726,on television,55,35.0,OpenSubtitles v2018 / OPUS
2727,there wasn't,55,35.0,OpenSubtitles v2018 / OPUS
2728,the day after,55,35.0,OpenSubtitles v2018 / OPUS
2729,way for,55,35.0,OpenSubtitles v2018 / OPUS
2730,you can take,55,35.0,OpenSubtitles v2018 / OPUS
2731,not work,55,35.0,OpenSubtitles v2018 / OPUS
2732,i need you,55,35.0,OpenSubtitles v2018 / OPUS
2733,you know this,55,35.0,OpenSubtitles v2018 / OPUS
2734,will you come,55,35.0,OpenSubtitles v2018 / OPUS
2735,to time,55,35.0,OpenSubtitles v2018 / OPUS
2736,from time to,55,35.0,OpenSubtitles v2018 / OPUS
2737,time to time,55,35.0,OpenSubtitles v2018 / OPUS
2738,from time to time,55,35.0,OpenSubtitles v2018 / OPUS
2739,i've lost,55,35.0,OpenSubtitles v2018 / OPUS
2740,know i've,55,35.0,OpenSubtitles v2018 / OPUS
2741,want me to do,55,35.0,OpenSubtitles v2018 / OPUS
2742,me don't you,55,35.0,OpenSubtitles v2018 / OPUS
2743,i thank,55,35.0,OpenSubtitles v2018 / OPUS
2744,mind you,55,35.0,OpenSubtitles v2018 / OPUS
2745,around for,55,35.0,OpenSubtitles v2018 / OPUS
2746,was trying to,55,35.0,OpenSubtitles v2018 / OPUS
2747,tell you the,55,35.0,OpenSubtitles v2018 / OPUS
2748,interest in,55,35.0,OpenSubtitles v2018 / OPUS
2749,in a few days,55,35.0,OpenSubtitles v2018 / OPUS
2750,that's the end,55,35.0,OpenSubtitles v2018 / OPUS
2751,more thing to,55,35.0,OpenSubtitles v2018 / OPUS
2752,one more thing to,55,35.0,OpenSubtitles v2018 / OPUS
2753,more thing to do,55,35.0,OpenSubtitles v2018 / OPUS
2754,always one more thing to,55,35.0,OpenSubtitles v2018 / OPUS
2755,one more thing to do,55,35.0,OpenSubtitles v2018 / OPUS
2756,in cold,55,35.0,OpenSubtitles v2018 / OPUS
2757,it's one thing,55,35.0,OpenSubtitles v2018 / OPUS
2758,to blow up,55,35.0,OpenSubtitles v2018 / OPUS
2759,sleep in,55,35.0,OpenSubtitles v2018 / OPUS
2760,should think,55,35.0,OpenSubtitles v2018 / OPUS
2761,in the night,55,35.0,OpenSubtitles v2018 / OPUS
2762,don't be ridiculous,55,35.0,OpenSubtitles v2018 / OPUS
2763,going down,55,35.0,OpenSubtitles v2018 / OPUS
2764,hold of,55,35.0,OpenSubtitles v2018 / OPUS
2765,call my,55,35.0,OpenSubtitles v2018 / OPUS
2766,they're coming,55,35.0,OpenSubtitles v2018 / OPUS
2767,i know a,55,35.0,OpenSubtitles v2018 / OPUS
2768,was good,55,35.0,OpenSubtitles v2018 / OPUS
2769,i've known,55,35.0,OpenSubtitles v2018 / OPUS
2770,you think he,55,35.0,OpenSubtitles v2018 / OPUS
2771,don't do it,55,35.0,OpenSubtitles v2018 / OPUS
2772,sorry i'm,54,34.8,OpenSubtitles v2018 / OPUS
2773,your problem,54,34.8,OpenSubtitles v2018 / OPUS
2774,call a,54,34.8,OpenSubtitles v2018 / OPUS
2775,gonna have a,54,34.8,OpenSubtitles v2018 / OPUS
2776,so it's,54,34.8,OpenSubtitles v2018 / OPUS
2777,think a,54,34.8,OpenSubtitles v2018 / OPUS
2778,let you know,54,34.8,OpenSubtitles v2018 / OPUS
2779,get any,54,34.8,OpenSubtitles v2018 / OPUS
2780,it's what,54,34.8,OpenSubtitles v2018 / OPUS
2781,let us go,54,34.8,OpenSubtitles v2018 / OPUS
2782,out all,54,34.8,OpenSubtitles v2018 / OPUS
2783,look like a,54,34.8,OpenSubtitles v2018 / OPUS
2784,his mind,54,34.8,OpenSubtitles v2018 / OPUS
2785,deal with,54,34.8,OpenSubtitles v2018 / OPUS
2786,oh good,54,34.8,OpenSubtitles v2018 / OPUS
2787,if i can't,54,34.8,OpenSubtitles v2018 / OPUS
2788,based on,54,34.8,OpenSubtitles v2018 / OPUS
2789,get an,54,34.8,OpenSubtitles v2018 / OPUS
2790,isn't the,54,34.8,OpenSubtitles v2018 / OPUS
2791,was in a,54,34.8,OpenSubtitles v2018 / OPUS
2792,this in,54,34.8,OpenSubtitles v2018 / OPUS
2793,what's all,54,34.8,OpenSubtitles v2018 / OPUS
2794,doesn't seem,54,34.8,OpenSubtitles v2018 / OPUS
2795,want from,54,34.8,OpenSubtitles v2018 / OPUS
2796,sure to,54,34.8,OpenSubtitles v2018 / OPUS
2797,that there's,54,34.8,OpenSubtitles v2018 / OPUS
2798,don't you worry,54,34.8,OpenSubtitles v2018 / OPUS
2799,me around,54,34.8,OpenSubtitles v2018 / OPUS
2800,i get the,54,34.8,OpenSubtitles v2018 / OPUS
2801,on here,54,34.8,OpenSubtitles v2018 / OPUS
2802,come out and,54,34.8,OpenSubtitles v2018 / OPUS
2803,right over,54,34.8,OpenSubtitles v2018 / OPUS
2804,on like,54,34.8,OpenSubtitles v2018 / OPUS
2805,i'd better get,54,34.8,OpenSubtitles v2018 / OPUS
2806,i wouldn't know,54,34.8,OpenSubtitles v2018 / OPUS
2807,ain't gonna,54,34.8,OpenSubtitles v2018 / OPUS
2808,that's what he,54,34.8,OpenSubtitles v2018 / OPUS
2809,you take care of,54,34.8,OpenSubtitles v2018 / OPUS
2810,work on the,54,34.8,OpenSubtitles v2018 / OPUS
2811,why i want,54,34.8,OpenSubtitles v2018 / OPUS
2812,that's why i want,54,34.8,OpenSubtitles v2018 / OPUS
2813,to give up,54,34.8,OpenSubtitles v2018 / OPUS
2814,you come from,54,34.8,OpenSubtitles v2018 / OPUS
2815,you'll stay,54,34.8,OpenSubtitles v2018 / OPUS
2816,you're out of,54,34.8,OpenSubtitles v2018 / OPUS
2817,not get,54,34.8,OpenSubtitles v2018 / OPUS
2818,my wife's,54,34.8,OpenSubtitles v2018 / OPUS
2819,aren't you going to,54,34.8,OpenSubtitles v2018 / OPUS
2820,never forget,54,34.8,OpenSubtitles v2018 / OPUS
2821,i'm tired of,54,34.8,OpenSubtitles v2018 / OPUS
2822,lives in,54,34.8,OpenSubtitles v2018 / OPUS
2823,in san,54,34.8,OpenSubtitles v2018 / OPUS
2824,tell your,54,34.8,OpenSubtitles v2018 / OPUS
2825,it does not matter,54,34.8,OpenSubtitles v2018 / OPUS
2826,want them to,54,34.8,OpenSubtitles v2018 / OPUS
2827,so we're,54,34.8,OpenSubtitles v2018 / OPUS
2828,that's the end of,54,34.8,OpenSubtitles v2018 / OPUS
2829,they can't do,54,34.8,OpenSubtitles v2018 / OPUS
2830,long as i'm,54,34.8,OpenSubtitles v2018 / OPUS
2831,as long as i'm,54,34.8,OpenSubtitles v2018 / OPUS
2832,says it's,54,34.8,OpenSubtitles v2018 / OPUS
2833,out so,54,34.8,OpenSubtitles v2018 / OPUS
2834,feel it,54,34.8,OpenSubtitles v2018 / OPUS
2835,good one,54,34.8,OpenSubtitles v2018 / OPUS
2836,don't wanna live,54,34.8,OpenSubtitles v2018 / OPUS
2837,i don't wanna live,54,34.8,OpenSubtitles v2018 / OPUS
2838,and remember,53,34.6,OpenSubtitles v2018 / OPUS
2839,what on earth,53,34.6,OpenSubtitles v2018 / OPUS
2840,don't ask,53,34.6,OpenSubtitles v2018 / OPUS
2841,do you need,53,34.6,OpenSubtitles v2018 / OPUS
2842,is out,53,34.6,OpenSubtitles v2018 / OPUS
2843,why you're,53,34.6,OpenSubtitles v2018 / OPUS
2844,me take,53,34.6,OpenSubtitles v2018 / OPUS
2845,don't say that,53,34.6,OpenSubtitles v2018 / OPUS
2846,you to know,53,34.6,OpenSubtitles v2018 / OPUS
2847,come you,53,34.6,OpenSubtitles v2018 / OPUS
2848,i've told,53,34.6,OpenSubtitles v2018 / OPUS
2849,won't tell,53,34.6,OpenSubtitles v2018 / OPUS
2850,what's happening,53,34.6,OpenSubtitles v2018 / OPUS
2851,can't say,53,34.6,OpenSubtitles v2018 / OPUS
2852,my way to,53,34.6,OpenSubtitles v2018 / OPUS
2853,on my way to,53,34.6,OpenSubtitles v2018 / OPUS
2854,course it's,53,34.6,OpenSubtitles v2018 / OPUS
2855,of course it's,53,34.6,OpenSubtitles v2018 / OPUS
2856,you to take,53,34.6,OpenSubtitles v2018 / OPUS
2857,everyone in,53,34.6,OpenSubtitles v2018 / OPUS
2858,want to talk to you,53,34.6,OpenSubtitles v2018 / OPUS
2859,won't let you,53,34.6,OpenSubtitles v2018 / OPUS
2860,where do you think,53,34.6,OpenSubtitles v2018 / OPUS
2861,on top of,53,34.6,OpenSubtitles v2018 / OPUS
2862,wasn't a,53,34.6,OpenSubtitles v2018 / OPUS
2863,that sounds,53,34.6,OpenSubtitles v2018 / OPUS
2864,look into,53,34.6,OpenSubtitles v2018 / OPUS
2865,back into,53,34.6,OpenSubtitles v2018 / OPUS
2866,do i get,53,34.6,OpenSubtitles v2018 / OPUS
2867,them off,53,34.6,OpenSubtitles v2018 / OPUS
2868,sitting in,53,34.6,OpenSubtitles v2018 / OPUS
2869,around and,53,34.6,OpenSubtitles v2018 / OPUS
2870,be on the,53,34.6,OpenSubtitles v2018 / OPUS
2871,won't be any,53,34.6,OpenSubtitles v2018 / OPUS
2872,in any case,53,34.6,OpenSubtitles v2018 / OPUS
2873,do you think i,53,34.6,OpenSubtitles v2018 / OPUS
2874,you take a,53,34.6,OpenSubtitles v2018 / OPUS
2875,i'll leave you,53,34.6,OpenSubtitles v2018 / OPUS
2876,wait until,53,34.6,OpenSubtitles v2018 / OPUS
2877,no i won't,53,34.6,OpenSubtitles v2018 / OPUS
2878,bad for,53,34.6,OpenSubtitles v2018 / OPUS
2879,wish you'd,53,34.6,OpenSubtitles v2018 / OPUS
2880,over here and,53,34.6,OpenSubtitles v2018 / OPUS
2881,the back of,53,34.6,OpenSubtitles v2018 / OPUS
2882,you take the,53,34.6,OpenSubtitles v2018 / OPUS
2883,i'll bet,53,34.6,OpenSubtitles v2018 / OPUS
2884,get off the,53,34.6,OpenSubtitles v2018 / OPUS
2885,he'd be,53,34.6,OpenSubtitles v2018 / OPUS
2886,look at him,53,34.6,OpenSubtitles v2018 / OPUS
2887,better off,53,34.6,OpenSubtitles v2018 / OPUS
2888,call it a,53,34.6,OpenSubtitles v2018 / OPUS
2889,he's mad,53,34.6,OpenSubtitles v2018 / OPUS
2890,he's given us,53,34.6,OpenSubtitles v2018 / OPUS
2891,i don't really,53,34.6,OpenSubtitles v2018 / OPUS
2892,isn't going,53,34.6,OpenSubtitles v2018 / OPUS
2893,sure you won't have,53,34.6,OpenSubtitles v2018 / OPUS
2894,in cold blood,53,34.6,OpenSubtitles v2018 / OPUS
2895,won't do it,53,34.6,OpenSubtitles v2018 / OPUS
2896,that's all that,53,34.6,OpenSubtitles v2018 / OPUS
2897,i should think,53,34.6,OpenSubtitles v2018 / OPUS
2898,yeah well,53,34.6,OpenSubtitles v2018 / OPUS
2899,in no time,53,34.6,OpenSubtitles v2018 / OPUS
2900,a good boy,53,34.6,OpenSubtitles v2018 / OPUS
2901,hands off,53,34.6,OpenSubtitles v2018 / OPUS
2902,thing we,53,34.6,OpenSubtitles v2018 / OPUS
2903,in the old,53,34.6,OpenSubtitles v2018 / OPUS
2904,on their way,53,34.6,OpenSubtitles v2018 / OPUS
2905,got on,53,34.6,OpenSubtitles v2018 / OPUS
2906,in the territory,53,34.6,OpenSubtitles v2018 / OPUS
2907,really love,52,34.5,OpenSubtitles v2018 / OPUS
2908,she's the,52,34.5,OpenSubtitles v2018 / OPUS
2909,to take you,52,34.5,OpenSubtitles v2018 / OPUS
2910,i'll bring,52,34.5,OpenSubtitles v2018 / OPUS
2911,just give,52,34.5,OpenSubtitles v2018 / OPUS
2912,can't give,52,34.5,OpenSubtitles v2018 / OPUS
2913,getting out of,52,34.5,OpenSubtitles v2018 / OPUS
2914,know each,52,34.5,OpenSubtitles v2018 / OPUS
2915,know each other,52,34.5,OpenSubtitles v2018 / OPUS
2916,remember you,52,34.5,OpenSubtitles v2018 / OPUS
2917,it's like a,52,34.5,OpenSubtitles v2018 / OPUS
2918,look at you,52,34.5,OpenSubtitles v2018 / OPUS
2919,while you're,52,34.5,OpenSubtitles v2018 / OPUS
2920,i'll call you,52,34.5,OpenSubtitles v2018 / OPUS
2921,can't believe,52,34.5,OpenSubtitles v2018 / OPUS
2922,up like,52,34.5,OpenSubtitles v2018 / OPUS
2923,involved in,52,34.5,OpenSubtitles v2018 / OPUS
2924,please take,52,34.5,OpenSubtitles v2018 / OPUS
2925,it's no use,52,34.5,OpenSubtitles v2018 / OPUS
2926,out for a,52,34.5,OpenSubtitles v2018 / OPUS
2927,you've done,52,34.5,OpenSubtitles v2018 / OPUS
2928,i'll find,52,34.5,OpenSubtitles v2018 / OPUS
2929,no that's,52,34.5,OpenSubtitles v2018 / OPUS
2930,you've never,52,34.5,OpenSubtitles v2018 / OPUS
2931,going to give,52,34.5,OpenSubtitles v2018 / OPUS
2932,we can go,52,34.5,OpenSubtitles v2018 / OPUS
2933,way back,52,34.5,OpenSubtitles v2018 / OPUS
2934,through to,52,34.5,OpenSubtitles v2018 / OPUS
2935,get far without a railroad,52,34.5,OpenSubtitles v2018 / OPUS
2936,off in,52,34.5,OpenSubtitles v2018 / OPUS
2937,gun in,52,34.5,OpenSubtitles v2018 / OPUS
2938,over you,52,34.5,OpenSubtitles v2018 / OPUS
2939,don't want any,52,34.5,OpenSubtitles v2018 / OPUS
2940,don't i,52,34.5,OpenSubtitles v2018 / OPUS
2941,pick up the,52,34.5,OpenSubtitles v2018 / OPUS
2942,come to see,52,34.5,OpenSubtitles v2018 / OPUS
2943,just put,52,34.5,OpenSubtitles v2018 / OPUS
2944,must think,52,34.5,OpenSubtitles v2018 / OPUS
2945,i thank you,52,34.5,OpenSubtitles v2018 / OPUS
2946,know whether,52,34.5,OpenSubtitles v2018 / OPUS
2947,care of it,52,34.5,OpenSubtitles v2018 / OPUS
2948,only trying,52,34.5,OpenSubtitles v2018 / OPUS
2949,only trying to,52,34.5,OpenSubtitles v2018 / OPUS
2950,you tell her,52,34.5,OpenSubtitles v2018 / OPUS
2951,was out,52,34.5,OpenSubtitles v2018 / OPUS
2952,work hard,52,34.5,OpenSubtitles v2018 / OPUS
2953,everybody in,52,34.5,OpenSubtitles v2018 / OPUS
2954,in our work,52,34.5,OpenSubtitles v2018 / OPUS
2955,don't expect you to,52,34.5,OpenSubtitles v2018 / OPUS
2956,down from,52,34.5,OpenSubtitles v2018 / OPUS
2957,what's he doing,52,34.5,OpenSubtitles v2018 / OPUS
2958,you've got to do,52,34.5,OpenSubtitles v2018 / OPUS
2959,all that's,52,34.5,OpenSubtitles v2018 / OPUS
2960,in touch with,52,34.5,OpenSubtitles v2018 / OPUS
2961,well what's,52,34.5,OpenSubtitles v2018 / OPUS
2962,call them,52,34.5,OpenSubtitles v2018 / OPUS
2963,i think i'd,52,34.5,OpenSubtitles v2018 / OPUS
2964,know all about,52,34.5,OpenSubtitles v2018 / OPUS
2965,a good one,52,34.5,OpenSubtitles v2018 / OPUS
2966,can't afford,52,34.5,OpenSubtitles v2018 / OPUS
2967,around to,52,34.5,OpenSubtitles v2018 / OPUS
2968,in every,52,34.5,OpenSubtitles v2018 / OPUS
2969,i don't expect,52,34.5,OpenSubtitles v2018 / OPUS
2970,that i don't,52,34.5,OpenSubtitles v2018 / OPUS
2971,in french,52,34.5,OpenSubtitles v2018 / OPUS
2972,wanna live anymore,52,34.5,OpenSubtitles v2018 / OPUS
2973,don't wanna live anymore,52,34.5,OpenSubtitles v2018 / OPUS
2974,i don't wanna live anymore,52,34.5,OpenSubtitles v2018 / OPUS
2975,mind your own,51,34.3,OpenSubtitles v2018 / OPUS
2976,i'll help you,51,34.3,OpenSubtitles v2018 / OPUS
2977,i'm at,51,34.3,OpenSubtitles v2018 / OPUS
2978,her in the,51,34.3,OpenSubtitles v2018 / OPUS
2979,to come here,51,34.3,OpenSubtitles v2018 / OPUS
2980,fell in,51,34.3,OpenSubtitles v2018 / OPUS
2981,i found out,51,34.3,OpenSubtitles v2018 / OPUS
2982,it was just a,51,34.3,OpenSubtitles v2018 / OPUS
2983,that's better,51,34.3,OpenSubtitles v2018 / OPUS
2984,i need a,51,34.3,OpenSubtitles v2018 / OPUS
2985,anything in,51,34.3,OpenSubtitles v2018 / OPUS
2986,hold on to,51,34.3,OpenSubtitles v2018 / OPUS
2987,doesn't have,51,34.3,OpenSubtitles v2018 / OPUS
2988,you're in love,51,34.3,OpenSubtitles v2018 / OPUS
2989,give it a,51,34.3,OpenSubtitles v2018 / OPUS
2990,the love,51,34.3,OpenSubtitles v2018 / OPUS
2991,get to the,51,34.3,OpenSubtitles v2018 / OPUS
2992,there's been,51,34.3,OpenSubtitles v2018 / OPUS
2993,away and,51,34.3,OpenSubtitles v2018 / OPUS
2994,mean by,51,34.3,OpenSubtitles v2018 / OPUS
2995,you mean by,51,34.3,OpenSubtitles v2018 / OPUS
2996,i've only,51,34.3,OpenSubtitles v2018 / OPUS
2997,and i can't,51,34.3,OpenSubtitles v2018 / OPUS
2998,were right,51,34.3,OpenSubtitles v2018 / OPUS
2999,care if,51,34.3,OpenSubtitles v2018 / OPUS
3000,doesn't like,51,34.3,OpenSubtitles v2018 / OPUS
